GENE_ID	BP_SIMILARITY	CC_SIMILARITY	MF_SIMILARITY	NB_ISOFORM
ENSG00000119514	1.000	1.000	1.000	2
ENSG00000106799	0.975	0.964	1.000	12
ENSG00000119523	1.000	1.000	1.000	3
ENSG00000106803	1.000	1.000	1.000	2
ENSG00000119508	1.000	1.000	1.000	4
ENSG00000136874	1.000	1.000	1.000	8
ENSG00000023318	1.000	1.000	1.000	11
ENSG00000119509	1.000	1.000	1.000	3
ENSG00000136891	NA	0.994	1.000	3
ENSG00000066697	NA	NA	1.000	6
ENSG00000148123	1.000	1.000	1.000	3
ENSG00000136881	1.000	1.000	1.000	5
ENSG00000136870	1.000	1.000	1.000	4
ENSG00000136872	1.000	1.000	1.000	5
ENSG00000165152	1.000	1.000	1.000	3
ENSG00000155827	1.000	1.000	1.000	4
ENSG00000188386	1.000	1.000	1.000	2
ENSG00000155833	1.000	1.000	1.000	3
ENSG00000136824	1.000	1.000	1.000	5
ENSG00000165028	NA	1.000	1.000	2
ENSG00000165029	1.000	1.000	1.000	4
ENSG00000070214	1.000	1.000	1.000	6
ENSG00000106701	1.000	0.982	1.000	6
ENSG00000106692	1.000	1.000	0.993	24
ENSG00000095209	1.000	1.000	0.991	5
ENSG00000148143	1.000	1.000	1.000	5
ENSG00000119318	1.000	1.000	1.000	5
ENSG00000136826	1.000	1.000	1.000	3
ENSG00000070061	1.000	0.989	1.000	24
ENSG00000119328	NA	NA	NA	3
ENSG00000119326	1.000	1.000	1.000	4
ENSG00000106771	NA	1.000	NA	3
ENSG00000260230	1.000	1.000	1.000	4
ENSG00000095203	0.987	0.909	1.000	2
ENSG00000070159	1.000	1.000	1.000	4
ENSG00000157654	1.000	1.000	1.000	13
ENSG00000136810	1.000	1.000	1.000	2
ENSG00000204193	1.000	1.000	1.000	6
ENSG00000165124	1.000	1.000	1.000	2
ENSG00000030304	0.957	1.000	1.000	4
ENSG00000198121	1.000	1.000	1.000	5
ENSG00000171133	1.000	1.000	1.000	2
ENSG00000136813	1.000	1.000	1.000	6
ENSG00000173258	1.000	1.000	0.992	4
ENSG00000106853	1.000	0.989	1.000	6
ENSG00000059769	0.860	0.843	NA	3
ENSG00000165181	1.000	1.000	1.000	11
ENSG00000106868	NA	1.000	1.000	6
ENSG00000119314	1.000	1.000	1.000	7
ENSG00000119471	NA	1.000	1.000	2
ENSG00000165185	NA	NA	NA	3
ENSG00000148153	1.000	1.000	1.000	3
ENSG00000148158	1.000	1.000	1.000	2
ENSG00000119457	1.000	1.000	1.000	2
ENSG00000136866	1.000	1.000	1.000	3
ENSG00000136867	1.000	1.000	1.000	2
ENSG00000119321	1.000	1.000	1.000	16
ENSG00000136875	1.000	1.000	1.000	2
ENSG00000165188	1.000	1.000	1.000	5
ENSG00000148225	NA	NA	1.000	4
ENSG00000119431	NA	1.000	1.000	2
ENSG00000148218	1.000	1.000	1.000	4
ENSG00000148229	1.000	1.000	1.000	2
ENSG00000157653	NA	NA	1.000	2
ENSG00000138835	NA	1.000	1.000	14
ENSG00000157657	1.000	1.000	0.990	5
ENSG00000106927	1.000	1.000	1.000	3
ENSG00000136883	1.000	1.000	1.000	5
ENSG00000196739	1.000	1.000	1.000	3
ENSG00000106948	1.000	0.995	NA	6
ENSG00000095397	1.000	1.000	1.000	7
ENSG00000136888	1.000	1.000	1.000	7
ENSG00000157693	NA	1.000	NA	2
ENSG00000230601	NA	NA	NA	2
ENSG00000181634	1.000	1.000	1.000	2
ENSG00000106952	1.000	1.000	1.000	2
ENSG00000041982	1.000	1.000	1.000	14
ENSG00000148219	1.000	1.000	1.000	8
ENSG00000119401	1.000	1.000	1.000	3
ENSG00000285082	NA	NA	NA	9
ENSG00000136869	1.000	1.000	1.000	3
ENSG00000078725	1.000	1.000	1.000	2
ENSG00000136861	1.000	0.996	1.000	20
ENSG00000119402	1.000	1.000	1.000	5
ENSG00000214654	1.000	1.000	1.000	4
ENSG00000095261	1.000	1.000	1.000	5
ENSG00000119403	1.000	1.000	1.000	8
ENSG00000056558	1.000	1.000	1.000	3
ENSG00000106804	1.000	1.000	1.000	5
ENSG00000119397	0.717	0.972	NA	20
ENSG00000119396	1.000	0.883	1.000	7
ENSG00000148180	1.000	1.000	1.000	10
ENSG00000148175	1.000	1.000	1.000	3
ENSG00000204136	1.000	1.000	NA	5
ENSG00000136848	1.000	1.000	1.000	8
ENSG00000175764	1.000	0.993	1.000	6
ENSG00000185681	NA	1.000	1.000	3
ENSG00000106852	1.000	1.000	1.000	9
ENSG00000148187	1.000	1.000	1.000	9
ENSG00000095303	0.987	1.000	1.000	8
ENSG00000280094	1.000	1.000	1.000	2
ENSG00000173679	1.000	1.000	1.000	2
ENSG00000171459	1.000	1.000	1.000	2
ENSG00000136940	1.000	1.000	1.000	3
ENSG00000056586	1.000	1.000	1.000	8
ENSG00000171448	1.000	1.000	1.000	2
ENSG00000011454	1.000	0.988	1.000	4
ENSG00000165209	1.000	1.000	1.000	8
ENSG00000148204	1.000	1.000	1.000	3
ENSG00000119522	1.000	1.000	1.000	5
ENSG00000106689	1.000	1.000	1.000	4
ENSG00000119408	1.000	1.000	1.000	15
ENSG00000136930	1.000	1.000	1.000	2
ENSG00000180264	1.000	1.000	1.000	5
ENSG00000136931	1.000	1.000	1.000	4
ENSG00000148200	1.000	1.000	1.000	5
ENSG00000185585	1.000	1.000	1.000	3
ENSG00000136918	0.985	0.992	1.000	3
ENSG00000136942	1.000	1.000	1.000	4
ENSG00000136950	1.000	1.000	1.000	2
ENSG00000136935	NA	1.000	1.000	4
ENSG00000173611	1.000	1.000	1.000	5
ENSG00000119414	1.000	1.000	1.000	4
ENSG00000136933	NA	1.000	NA	6
ENSG00000044574	1.000	1.000	1.000	3
ENSG00000165219	1.000	0.984	0.961	13
ENSG00000119487	1.000	1.000	1.000	14
ENSG00000167081	1.000	1.000	1.000	8
ENSG00000196814	1.000	1.000	1.000	3
ENSG00000136944	0.994	1.000	0.984	3
ENSG00000169155	1.000	1.000	1.000	4
ENSG00000177125	1.000	1.000	1.000	2
ENSG00000136828	1.000	1.000	1.000	8
ENSG00000136859	1.000	1.000	1.000	2
ENSG00000136895	1.000	1.000	1.000	11
ENSG00000136856	1.000	1.000	1.000	10
ENSG00000196152	0.892	1.000	0.985	4
ENSG00000197958	1.000	1.000	1.000	2
ENSG00000148356	1.000	1.000	1.000	27
ENSG00000136830	1.000	1.000	1.000	2
ENSG00000136854	1.000	1.000	1.000	22
ENSG00000160401	1.000	1.000	1.000	3
ENSG00000187024	1.000	NA	1.000	8
ENSG00000160404	1.000	1.000	1.000	7
ENSG00000095370	1.000	1.000	1.000	8
ENSG00000136807	1.000	1.000	1.000	2
ENSG00000136877	1.000	1.000	1.000	7
ENSG00000106991	1.000	1.000	1.000	3
ENSG00000257524	1.000	1.000	1.000	4
ENSG00000106992	1.000	1.000	1.000	5
ENSG00000160408	1.000	1.000	1.000	7
ENSG00000136840	1.000	1.000	1.000	2
ENSG00000167103	1.000	1.000	1.000	2
ENSG00000136908	0.898	0.995	0.600	2
ENSG00000167106	1.000	1.000	1.000	2
ENSG00000148339	1.000	1.000	1.000	9
ENSG00000148334	1.000	1.000	1.000	12
ENSG00000148346	1.000	1.000	1.000	3
ENSG00000148337	1.000	1.000	1.000	13
ENSG00000106976	0.876	0.919	0.939	16
ENSG00000167110	0.920	0.976	0.989	18
ENSG00000175854	1.000	1.000	1.000	7
ENSG00000167113	1.000	1.000	1.000	4
ENSG00000167114	1.000	1.000	1.000	2
ENSG00000167118	1.000	1.000	0.850	5
ENSG00000167123	0.471	0.938	0.942	6
ENSG00000136811	0.724	0.953	1.000	19
ENSG00000119392	1.000	1.000	1.000	11
ENSG00000197694	1.000	1.000	1.000	22
ENSG00000119333	1.000	1.000	1.000	2
ENSG00000119335	0.904	1.000	1.000	8
ENSG00000160446	1.000	1.000	1.000	4
ENSG00000160445	1.000	1.000	NA	3
ENSG00000107021	1.000	1.000	1.000	2
ENSG00000198917	1.000	1.000	1.000	2
ENSG00000171097	0.927	1.000	1.000	6
ENSG00000136802	1.000	1.000	1.000	3
ENSG00000175287	NA	NA	0.729	12
ENSG00000148341	1.000	1.000	1.000	8
ENSG00000148343	1.000	1.000	1.000	6
ENSG00000167130	1.000	1.000	1.000	4
ENSG00000095321	1.000	1.000	1.000	17
ENSG00000119383	1.000	1.000	1.000	24
ENSG00000235007	NA	1.000	1.000	2
ENSG00000148335	1.000	1.000	1.000	10
ENSG00000179058	NA	NA	NA	2
ENSG00000148331	1.000	1.000	1.000	3
ENSG00000136816	1.000	1.000	1.000	2
ENSG00000136827	1.000	1.000	1.000	2
ENSG00000136878	1.000	1.000	1.000	3
ENSG00000187239	0.869	0.913	0.953	9
ENSG00000148358	1.000	1.000	1.000	4
ENSG00000107130	1.000	1.000	1.000	2
ENSG00000148357	1.000	1.000	1.000	5
ENSG00000130707	1.000	1.000	1.000	5
ENSG00000107164	0.968	0.796	1.000	3
ENSG00000130711	1.000	1.000	1.000	2
ENSG00000130713	1.000	1.000	1.000	19
ENSG00000097007	1.000	1.000	0.999	3
ENSG00000188710	1.000	1.000	1.000	2
ENSG00000130720	NA	1.000	1.000	5
ENSG00000050555	1.000	1.000	1.000	4
ENSG00000126878	NA	NA	0.823	8
ENSG00000126883	1.000	1.000	1.000	18
ENSG00000126882	NA	1.000	1.000	4
ENSG00000160539	1.000	1.000	1.000	3
ENSG00000288701	1.000	NA	1.000	8
ENSG00000130714	1.000	1.000	1.000	46
ENSG00000130717	1.000	1.000	1.000	5
ENSG00000107263	1.000	1.000	1.000	6
ENSG00000160563	1.000	1.000	1.000	5
ENSG00000107290	1.000	1.000	1.000	2
ENSG00000125482	1.000	1.000	1.000	2
ENSG00000188523	NA	1.000	1.000	3
ENSG00000125485	1.000	1.000	1.000	3
ENSG00000125484	1.000	1.000	1.000	2
ENSG00000165698	1.000	1.000	1.000	3
ENSG00000165699	1.000	1.000	1.000	33
ENSG00000165702	0.923	1.000	0.969	5
ENSG00000148308	1.000	1.000	1.000	7
ENSG00000160271	1.000	1.000	1.000	8
ENSG00000148288	1.000	1.000	1.000	9
ENSG00000171102	1.000	1.000	1.000	3
ENSG00000175164	1.000	1.000	1.000	3
ENSG00000148297	1.000	1.000	1.000	8
ENSG00000148303	0.961	0.979	0.922	3
ENSG00000148290	1.000	1.000	1.000	2
ENSG00000148248	1.000	1.000	1.000	6
ENSG00000148300	1.000	1.000	1.000	4
ENSG00000160323	1.000	1.000	1.000	8
ENSG00000160325	1.000	1.000	1.000	5
ENSG00000160326	1.000	1.000	1.000	4
ENSG00000197859	1.000	1.000	1.000	4
ENSG00000196990	NA	1.000	1.000	2
ENSG00000123454	1.000	1.000	1.000	2
ENSG00000123453	0.988	1.000	0.936	6
ENSG00000160293	1.000	1.000	1.000	3
ENSG00000235106	NA	NA	NA	3
ENSG00000169925	1.000	1.000	1.000	4
ENSG00000196363	1.000	1.000	1.000	3
ENSG00000186350	1.000	1.000	1.000	3
ENSG00000130635	1.000	1.000	1.000	2
ENSG00000160339	0.999	1.000	0.985	2
ENSG00000130558	1.000	1.000	1.000	11
ENSG00000196422	NA	1.000	1.000	5
ENSG00000160345	1.000	1.000	1.000	4
ENSG00000122140	1.000	1.000	1.000	6
ENSG00000160349	1.000	1.000	1.000	2
ENSG00000122136	NA	1.000	0.935	7
ENSG00000122133	1.000	1.000	1.000	9
ENSG00000148386	NA	1.000	1.000	2
ENSG00000165643	1.000	1.000	1.000	3
ENSG00000107147	1.000	1.000	1.000	17
ENSG00000130559	1.000	1.000	1.000	3
ENSG00000148411	1.000	1.000	1.000	2
ENSG00000238227	1.000	1.000	1.000	5
ENSG00000107187	1.000	0.945	1.000	3
ENSG00000165661	1.000	1.000	1.000	2
ENSG00000260220	1.000	1.000	1.000	4
ENSG00000160360	0.986	1.000	1.000	6
ENSG00000213221	1.000	1.000	1.000	2
ENSG00000187796	1.000	1.000	1.000	3
ENSG00000165684	1.000	1.000	1.000	4
ENSG00000165689	1.000	1.000	1.000	6
ENSG00000165688	1.000	1.000	1.000	16
ENSG00000148384	1.000	1.000	1.000	3
ENSG00000148396	1.000	1.000	1.000	10
ENSG00000148400	0.986	0.932	1.000	9
ENSG00000172889	1.000	1.000	1.000	5
ENSG00000169692	1.000	1.000	1.000	2
ENSG00000165716	1.000	1.000	1.000	2
ENSG00000187922	NA	0.940	1.000	6
ENSG00000267206	1.000	1.000	1.000	2
ENSG00000204001	1.000	1.000	1.000	2
ENSG00000213213	NA	NA	NA	2
ENSG00000196642	NA	1.000	1.000	8
ENSG00000054148	1.000	1.000	1.000	2
ENSG00000177943	1.000	1.000	NA	3
ENSG00000107223	1.000	1.000	1.000	3
ENSG00000127191	1.000	1.000	1.000	4
ENSG00000159069	1.000	1.000	1.000	5
ENSG00000176919	1.000	1.000	1.000	3
ENSG00000184925	NA	1.000	1.000	3
ENSG00000107317	0.790	0.849	0.989	5
ENSG00000107331	1.000	1.000	1.000	8
ENSG00000279073	NA	NA	NA	2
ENSG00000107281	NA	1.000	1.000	3
ENSG00000054179	1.000	1.000	1.000	2
ENSG00000197355	1.000	NA	1.000	3
ENSG00000177239	1.000	1.000	1.000	22
ENSG00000176978	1.000	1.000	1.000	7
ENSG00000176884	0.588	0.809	0.936	8
ENSG00000185863	NA	1.000	NA	2
ENSG00000176101	1.000	1.000	1.000	2
ENSG00000176058	1.000	1.000	1.000	2
ENSG00000188566	1.000	1.000	1.000	4
ENSG00000212864	1.000	1.000	1.000	2
ENSG00000198569	1.000	1.000	1.000	5
ENSG00000188163	NA	1.000	NA	2
ENSG00000197768	NA	1.000	NA	6
ENSG00000187609	1.000	NA	1.000	6
ENSG00000188747	1.000	1.000	1.000	5
ENSG00000188833	1.000	1.000	1.000	3
ENSG00000165802	1.000	1.000	1.000	7
ENSG00000130653	1.000	1.000	1.000	3
ENSG00000197070	1.000	1.000	1.000	4
ENSG00000181090	1.000	0.992	1.000	26
ENSG00000148408	1.000	1.000	1.000	5
ENSG00000261456	1.000	0.977	1.000	6
ENSG00000015171	1.000	0.988	1.000	22
ENSG00000151240	NA	NA	NA	4
ENSG00000107929	0.935	0.959	0.978	11
ENSG00000107937	1.000	1.000	1.000	2
ENSG00000067064	1.000	1.000	1.000	4
ENSG00000047056	1.000	1.000	NA	12
ENSG00000185736	1.000	1.000	1.000	3
ENSG00000067057	0.996	0.821	0.989	12
ENSG00000107959	1.000	1.000	1.000	27
ENSG00000067082	1.000	1.000	1.000	3
ENSG00000165568	NA	1.000	1.000	9
ENSG00000187134	1.000	0.991	1.000	3
ENSG00000151632	1.000	1.000	1.000	4
ENSG00000196139	0.959	1.000	0.997	4
ENSG00000264006	1.000	1.000	0.993	3
ENSG00000198610	1.000	1.000	1.000	2
ENSG00000178462	1.000	1.000	1.000	2
ENSG00000173848	1.000	1.000	0.924	3
ENSG00000196372	1.000	1.000	1.000	2
ENSG00000108021	1.000	1.000	1.000	14
ENSG00000057608	0.869	0.988	0.871	8
ENSG00000134461	1.000	1.000	NA	3
ENSG00000134452	1.000	1.000	1.000	3
ENSG00000134470	1.000	1.000	1.000	18
ENSG00000134460	1.000	1.000	1.000	5
ENSG00000134453	1.000	1.000	1.000	6
ENSG00000170525	1.000	1.000	1.000	18
ENSG00000065675	1.000	1.000	1.000	3
ENSG00000198879	1.000	0.992	1.000	10
ENSG00000123243	1.000	0.988	1.000	4
ENSG00000151655	1.000	1.000	1.000	3
ENSG00000151657	1.000	1.000	1.000	2
ENSG00000165629	1.000	1.000	1.000	2
ENSG00000165632	1.000	1.000	1.000	3
ENSG00000107485	1.000	1.000	1.000	5
ENSG00000048740	1.000	1.000	1.000	17
ENSG00000148429	1.000	1.000	1.000	4
ENSG00000134463	1.000	1.000	1.000	3
ENSG00000148426	NA	NA	1.000	3
ENSG00000151461	1.000	1.000	1.000	3
ENSG00000181192	1.000	1.000	1.000	4
ENSG00000065665	1.000	1.000	0.987	12
ENSG00000165609	1.000	1.000	1.000	6
ENSG00000151465	1.000	1.000	NA	5
ENSG00000183049	1.000	1.000	1.000	2
ENSG00000151468	1.000	1.000	NA	2
ENSG00000123240	1.000	1.000	1.000	10
ENSG00000065328	1.000	1.000	1.000	4
ENSG00000165623	1.000	1.000	1.000	2
ENSG00000107537	1.000	0.993	1.000	5
ENSG00000086475	1.000	1.000	1.000	5
ENSG00000165626	NA	1.000	1.000	11
ENSG00000165630	1.000	1.000	1.000	6
ENSG00000151474	1.000	1.000	1.000	17
ENSG00000065809	NA	NA	NA	22
ENSG00000185267	1.000	1.000	1.000	2
ENSG00000284024	1.000	NA	1.000	2
ENSG00000187522	1.000	1.000	1.000	2
ENSG00000152455	1.000	1.000	1.000	8
ENSG00000152457	1.000	1.000	1.000	32
ENSG00000197889	1.000	1.000	NA	2
ENSG00000152463	1.000	1.000	1.000	6
ENSG00000152464	1.000	1.000	1.000	6
ENSG00000152465	1.000	1.000	1.000	2
ENSG00000148468	1.000	1.000	1.000	2
ENSG00000148481	1.000	1.000	1.000	4
ENSG00000165983	1.000	1.000	1.000	4
ENSG00000148484	1.000	1.000	1.000	3
ENSG00000107611	1.000	1.000	1.000	2
ENSG00000107614	1.000	1.000	1.000	8
ENSG00000026025	1.000	1.000	1.000	6
ENSG00000148488	1.000	1.000	1.000	3
ENSG00000165996	0.853	1.000	0.736	4
ENSG00000136738	1.000	1.000	1.000	3
ENSG00000148482	1.000	1.000	1.000	4
ENSG00000165995	1.000	1.000	1.000	21
ENSG00000241058	1.000	1.000	1.000	3
ENSG00000204740	1.000	1.000	1.000	4
ENSG00000120594	NA	1.000	1.000	2
ENSG00000078114	0.956	0.942	0.901	6
ENSG00000180592	1.000	1.000	1.000	2
ENSG00000078403	1.000	0.968	1.000	17
ENSG00000136770	1.000	1.000	1.000	2
ENSG00000148444	1.000	1.000	1.000	6
ENSG00000269897	0.985	0.954	1.000	4
ENSG00000168283	1.000	1.000	1.000	4
ENSG00000077327	1.000	1.000	1.000	6
ENSG00000150867	1.000	1.000	1.000	4
ENSG00000165309	1.000	1.000	1.000	5
ENSG00000148450	1.000	NA	1.000	2
ENSG00000168267	1.000	1.000	1.000	6
ENSG00000179133	NA	1.000	1.000	6
ENSG00000120549	NA	1.000	1.000	15
ENSG00000107863	1.000	1.000	0.907	10
ENSG00000099256	1.000	1.000	1.000	3
ENSG00000151023	1.000	1.000	1.000	5
ENSG00000185875	NA	1.000	NA	2
ENSG00000151025	1.000	1.000	1.000	2
ENSG00000095777	1.000	1.000	1.000	5
ENSG00000136750	1.000	1.000	1.000	4
ENSG00000077420	1.000	1.000	1.000	2
ENSG00000148459	1.000	1.000	1.000	2
ENSG00000136754	0.822	0.865	0.862	12
ENSG00000107890	1.000	0.901	1.000	15
ENSG00000136758	1.000	1.000	1.000	7
ENSG00000120539	1.000	1.000	1.000	4
ENSG00000107897	1.000	1.000	1.000	28
ENSG00000099246	0.711	0.902	0.993	27
ENSG00000150051	0.994	1.000	1.000	4
ENSG00000169126	0.946	0.962	0.674	9
ENSG00000150054	1.000	1.000	1.000	6
ENSG00000095787	1.000	0.992	1.000	24
ENSG00000120563	1.000	1.000	1.000	3
ENSG00000197321	1.000	1.000	1.000	6
ENSG00000107951	1.000	1.000	1.000	3
ENSG00000107968	1.000	1.000	1.000	6
ENSG00000151033	1.000	1.000	1.000	2
ENSG00000183621	1.000	1.000	1.000	9
ENSG00000148516	0.987	1.000	1.000	8
ENSG00000165322	1.000	1.000	0.907	6
ENSG00000120616	1.000	1.000	1.000	6
ENSG00000216937	NA	NA	1.000	11
ENSG00000150093	1.000	1.000	1.000	31
ENSG00000099250	1.000	1.000	1.000	14
ENSG00000148498	1.000	1.000	1.000	14
ENSG00000108094	1.000	1.000	1.000	40
ENSG00000095794	1.000	1.000	1.000	37
ENSG00000108100	1.000	1.000	1.000	6
ENSG00000148513	NA	NA	NA	4
ENSG00000198105	1.000	1.000	1.000	8
ENSG00000189180	1.000	1.000	1.000	6
ENSG00000075407	1.000	1.000	1.000	4
ENSG00000196693	1.000	1.000	1.000	5
ENSG00000165731	1.000	1.000	1.000	10
ENSG00000198915	1.000	1.000	1.000	4
ENSG00000150201	NA	NA	NA	2
ENSG00000169813	1.000	1.000	1.000	7
ENSG00000243660	1.000	NA	NA	5
ENSG00000196793	1.000	1.000	1.000	4
ENSG00000198298	1.000	1.000	1.000	3
ENSG00000169740	1.000	1.000	1.000	2
ENSG00000107562	1.000	1.000	1.000	5
ENSG00000187783	NA	1.000	1.000	2
ENSG00000107551	1.000	NA	1.000	5
ENSG00000165507	1.000	1.000	NA	2
ENSG00000256574	1.000	1.000	1.000	3
ENSG00000012779	1.000	1.000	1.000	2
ENSG00000165406	0.997	0.941	1.000	4
ENSG00000172671	NA	1.000	1.000	5
ENSG00000172661	1.000	1.000	1.000	6
ENSG00000188234	NA	NA	1.000	2
ENSG00000266412	1.000	1.000	1.000	7
ENSG00000263639	NA	NA	NA	3
ENSG00000274209	NA	1.000	1.000	4
ENSG00000264230	1.000	1.000	1.000	5
ENSG00000204174	1.000	1.000	1.000	2
ENSG00000204175	1.000	1.000	1.000	2
ENSG00000204176	1.000	1.000	1.000	5
ENSG00000204179	1.000	1.000	1.000	28
ENSG00000265763	1.000	1.000	1.000	2
ENSG00000265190	1.000	1.000	1.000	6
ENSG00000277758	1.000	1.000	1.000	3
ENSG00000264717	1.000	1.000	1.000	2
ENSG00000170324	1.000	1.000	1.000	4
ENSG00000107643	0.807	0.757	0.988	10
ENSG00000128805	1.000	1.000	1.000	8
ENSG00000128815	1.000	1.000	NA	3
ENSG00000165633	1.000	1.000	1.000	2
ENSG00000204161	NA	1.000	NA	7
ENSG00000225830	1.000	1.000	1.000	8
ENSG00000070748	1.000	1.000	1.000	8
ENSG00000178645	NA	NA	NA	3
ENSG00000197444	1.000	1.000	1.000	3
ENSG00000227345	1.000	1.000	1.000	4
ENSG00000204152	1.000	1.000	1.000	3
ENSG00000178440	1.000	1.000	1.000	2
ENSG00000204149	NA	NA	1.000	5
ENSG00000099290	1.000	1.000	1.000	7
ENSG00000188611	1.000	1.000	1.000	6
ENSG00000198964	1.000	1.000	1.000	7
ENSG00000204147	1.000	NA	1.000	6
ENSG00000148584	1.000	1.000	1.000	7
ENSG00000185532	0.982	0.896	0.976	7
ENSG00000165471	1.000	1.000	1.000	3
ENSG00000150275	1.000	1.000	1.000	27
ENSG00000122952	1.000	1.000	NA	5
ENSG00000072401	1.000	1.000	1.000	2
ENSG00000108064	NA	NA	NA	3
ENSG00000122870	1.000	1.000	1.000	2
ENSG00000165443	NA	1.000	1.000	3
ENSG00000148541	NA	NA	1.000	13
ENSG00000165449	1.000	1.000	1.000	2
ENSG00000227877	NA	NA	NA	4
ENSG00000151150	1.000	1.000	1.000	26
ENSG00000170312	0.977	0.977	1.000	5
ENSG00000072422	1.000	1.000	1.000	2
ENSG00000196932	NA	1.000	NA	4
ENSG00000183346	NA	1.000	1.000	3
ENSG00000150347	1.000	1.000	1.000	4
ENSG00000182010	1.000	1.000	NA	3
ENSG00000138311	1.000	1.000	1.000	3
ENSG00000181915	1.000	1.000	1.000	2
ENSG00000122877	1.000	1.000	1.000	6
ENSG00000148572	1.000	1.000	1.000	2
ENSG00000171988	1.000	1.000	1.000	3
ENSG00000165476	1.000	1.000	1.000	2
ENSG00000183230	1.000	0.993	1.000	10
ENSG00000108176	NA	1.000	NA	5
ENSG00000096717	1.000	1.000	1.000	4
ENSG00000148634	1.000	0.991	1.000	9
ENSG00000138347	1.000	1.000	1.000	17
ENSG00000108187	1.000	1.000	1.000	5
ENSG00000096746	1.000	1.000	1.000	2
ENSG00000204130	1.000	1.000	1.000	6
ENSG00000138346	1.000	1.000	1.000	5
ENSG00000122912	1.000	1.000	1.000	5
ENSG00000060339	1.000	1.000	1.000	14
ENSG00000165730	1.000	1.000	1.000	5
ENSG00000107625	NA	1.000	1.000	3
ENSG00000165732	0.780	0.982	0.984	7
ENSG00000198954	1.000	0.987	1.000	16
ENSG00000122958	1.000	1.000	1.000	5
ENSG00000156502	1.000	1.000	1.000	2
ENSG00000156515	1.000	1.000	1.000	23
ENSG00000075073	1.000	1.000	1.000	2
ENSG00000099282	1.000	1.000	1.000	2
ENSG00000171224	NA	1.000	NA	2
ENSG00000197467	1.000	1.000	1.000	26
ENSG00000099284	1.000	1.000	1.000	24
ENSG00000042286	1.000	1.000	1.000	3
ENSG00000156521	1.000	1.000	1.000	2
ENSG00000079332	1.000	1.000	1.000	6
ENSG00000180817	1.000	1.000	1.000	3
ENSG00000172731	NA	NA	1.000	7
ENSG00000156574	1.000	1.000	1.000	2
ENSG00000107719	NA	1.000	1.000	7
ENSG00000180644	1.000	1.000	1.000	3
ENSG00000138316	1.000	1.000	1.000	2
ENSG00000166220	1.000	1.000	1.000	5
ENSG00000166224	1.000	1.000	1.000	12
ENSG00000107731	1.000	1.000	1.000	2
ENSG00000198246	1.000	1.000	1.000	12
ENSG00000107736	1.000	1.000	1.000	14
ENSG00000214688	NA	1.000	NA	2
ENSG00000197746	1.000	0.992	1.000	2
ENSG00000107742	1.000	1.000	1.000	3
ENSG00000138303	1.000	0.993	1.000	22
ENSG00000166295	1.000	1.000	1.000	3
ENSG00000168209	1.000	1.000	1.000	3
ENSG00000148719	1.000	1.000	1.000	5
ENSG00000107745	1.000	1.000	1.000	9
ENSG00000156026	1.000	1.000	1.000	8
ENSG00000138315	0.536	1.000	0.803	2
ENSG00000122884	NA	0.963	1.000	5
ENSG00000166321	1.000	1.000	1.000	6
ENSG00000122882	0.856	0.990	1.000	7
ENSG00000138286	1.000	1.000	1.000	4
ENSG00000182180	1.000	1.000	1.000	2
ENSG00000156042	1.000	1.000	NA	7
ENSG00000138279	1.000	1.000	1.000	3
ENSG00000166343	NA	NA	1.000	3
ENSG00000107758	1.000	1.000	1.000	5
ENSG00000166348	0.797	NA	1.000	16
ENSG00000166317	1.000	1.000	1.000	3
ENSG00000172650	NA	NA	1.000	3
ENSG00000176986	1.000	1.000	1.000	5
ENSG00000196968	1.000	1.000	1.000	2
ENSG00000172586	1.000	1.000	1.000	2
ENSG00000214655	1.000	1.000	1.000	11
ENSG00000272916	1.000	1.000	1.000	2
ENSG00000166507	1.000	1.000	1.000	3
ENSG00000148660	0.358	0.666	0.977	17
ENSG00000122861	1.000	1.000	1.000	3
ENSG00000035403	1.000	0.976	0.956	3
ENSG00000185009	1.000	1.000	1.000	2
ENSG00000156110	1.000	1.000	1.000	12
ENSG00000156650	0.950	1.000	1.000	31
ENSG00000293542	0.798	1.000	0.932	2
ENSG00000079393	0.798	1.000	0.942	6
ENSG00000293543	NA	0.647	0.823	6
ENSG00000156671	0.947	1.000	0.862	6
ENSG00000165637	1.000	1.000	1.000	7
ENSG00000165644	1.000	1.000	1.000	2
ENSG00000148655	1.000	NA	NA	3
ENSG00000156113	0.802	0.827	0.963	78
ENSG00000151208	1.000	1.000	1.000	3
ENSG00000148606	1.000	1.000	1.000	6
ENSG00000138326	0.727	0.814	0.406	9
ENSG00000108179	1.000	1.000	1.000	3
ENSG00000165424	NA	NA	1.000	2
ENSG00000185303	1.000	1.000	1.000	5
ENSG00000122852	1.000	1.000	1.000	4
ENSG00000188199	NA	NA	1.000	2
ENSG00000228570	NA	NA	1.000	2
ENSG00000133661	1.000	1.000	1.000	2
ENSG00000133678	NA	1.000	NA	7
ENSG00000189129	NA	1.000	1.000	3
ENSG00000122359	1.000	1.000	1.000	6
ENSG00000151224	1.000	1.000	1.000	2
ENSG00000170788	NA	1.000	1.000	5
ENSG00000133665	NA	1.000	1.000	7
ENSG00000122378	1.000	1.000	1.000	6
ENSG00000108219	1.000	1.000	1.000	8
ENSG00000178217	NA	1.000	NA	3
ENSG00000185737	1.000	1.000	1.000	9
